title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,link,img_link
Libertarianism for Beginners,feaaae90514eb2ac,Fantasy,24.72,24.72,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,c57d3c96af23c297,Default,46.45,46.45,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,07806456878931bc,Add a comment,52.33,52.33,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,281a244ce1954711,Science,30.6,30.6,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,510832818edb6fbc,Young Adult,14.57,14.57,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,5b2cd5b31a510848,Add a comment,46.29,46.29,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,7b870bf85d01c2dc,Sequential Art,21.57,21.57,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,28921443f052bea6,Autobiography,12.91,12.91,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,b4f5672f68ec3a83,Add a comment,50.11,50.11,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",89cad3f37c9ce226,Nonfiction,41.67,41.67,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,8e9dd8431170c09e,Business,44.88,44.88,0.0,Four,0,In stock (3 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,ecdf73ee66c33b17,Romance,11.1,11.1,0.0,One,0,In stock (3 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",4c8ece50736f9e88,Childrens,28.54,28.54,0.0,Two,0,In stock (3 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,2ef5dc7e278e562a,Science Fiction,19.07,19.07,0.0,Four,0,In stock (3 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,3c565df219ba3274,Default,43.55,43.55,0.0,Five,0,In stock (3 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),9707989a439757b4,Sequential Art,43.63,43.63,0.0,Five,0,In stock (3 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,cb62418129b864a3,Sequential Art,39.13,39.13,0.0,Five,0,In stock (3 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",8e2dfd6bcf48e1e6,Default,56.68,56.68,0.0,Three,0,In stock (3 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,09a7b0b566ad6225,Nonfiction,14.16,14.16,0.0,One,0,In stock (3 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,c59283b05905c853,Sequential Art,31.45,31.45,0.0,One,0,In stock (3 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,8378c899988905ee,Default,24.61,24.61,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,3250650a5c4e6f07,Default,32.87,32.87,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,cb65e49993db9a93,Nonfiction,40.17,40.17,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,c4d9fce9eff3b8ba,Nonfiction,13.51,13.51,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,747cf7fca2ccdbd4,Travel,38.95,38.95,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,54aeeb4610d3ae08,Humor,31.69,31.69,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,7ce5a92baabb6bc0,Default,29.4,29.4,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,7980fa06f2b704d8,Nonfiction,57.83,57.83,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,e9056f9b5a40a301,Fantasy,55.46,55.46,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",abc4a7ee16c21088,Autobiography,57.6,57.6,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,546da23278482b0a,Add a comment,34.98,34.98,0.0,Four,0,In stock (3 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,0dcadb06206abd3c,Autobiography,11.87,11.87,0.0,One,0,In stock (3 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",4ef75307fb64e2ad,Fiction,12.47,12.47,0.0,Two,0,In stock (3 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,4b3f4f151c99f472,Science Fiction,33.26,33.26,0.0,Four,0,In stock (3 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,c53d9fefcda371e9,Autobiography,59.04,59.04,0.0,Five,0,In stock (3 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),4ec53ff7e2263f32,Default,26.13,26.13,0.0,Five,0,In stock (3 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,1de75f05d57bfc10,Nonfiction,22.2,22.2,0.0,Five,0,In stock (3 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",1246e4ffeb5ac4ea,Nonfiction,45.11,45.11,0.0,Three,0,In stock (3 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,0ce8075fab4a2b5b,Young Adult,43.69,43.69,0.0,One,0,In stock (3 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,d5e1a9bfe22bbf9f,Default,25.02,25.02,0.0,One,0,In stock (3 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,190fbebbf798c31a,Humor,55.5,55.5,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,16e843e6b853cc2f,Young Adult,53.04,53.04,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,a0dd11f6abc421ec,Fiction,44.97,44.97,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,d4a29356fc992879,Nonfiction,42.38,42.38,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,034829ffdd0a0aea,Default,20.11,20.11,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,a7c3f1010d64799a,Nonfiction,56.7,56.7,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,6c4646d90b60a56c,Fiction,41.0,41.0,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,d8292cd5f1aca291,Nonfiction,28.85,28.85,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,61569d12d4ae7161,Christian Fiction,49.97,49.97,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",6b32b561dab8036c,Womens Fiction,19.69,19.69,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,8010c7c148057fd3,Nonfiction,28.88,28.88,0.0,Four,0,In stock (3 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,6c4d17a46cac8787,Food and Drink,33.14,33.14,0.0,One,0,In stock (3 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",1812b8f5641287e3,History,43.7,43.7,0.0,Two,0,In stock (3 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,557c03c284be1bf2,Horror,54.89,54.89,0.0,Four,0,In stock (3 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,cc1ac978a6835ef6,Childrens,37.52,37.52,0.0,Five,0,In stock (3 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0cb4856be3694a57,Humor,51.07,51.07,0.0,Five,0,In stock (3 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,b003f8bb02f76dc5,Fantasy,44.07,44.07,0.0,Five,0,In stock (3 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",621e2c310cec8d32,Childrens,10.79,10.79,0.0,Three,0,In stock (3 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,4f6985aca357ae09,Sequential Art,42.72,42.72,0.0,One,0,In stock (3 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,c300cc9326592b65,Nonfiction,26.66,26.66,0.0,One,0,In stock (3 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,d5c588b6f9c015e4,Default,37.6,37.6,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,984b3b6e7479b571,Young Adult,42.21,42.21,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,41fc5dce044f16f5,Historical Fiction,46.83,46.83,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,d5f5a122a593b580,Sequential Art,45.17,45.17,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,a9aa3ed5b316470b,Sports and Games,51.22,51.22,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,2ed3a794a70aa85f,Add a comment,21.28,21.28,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,ed813a848580ba50,Adult Fiction,15.36,15.36,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,147019cae600694e,Default,38.62,38.62,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,588ba85ff11a3263,Mystery,25.4,25.4,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",b843f52a986a2914,Fantasy,43.87,43.87,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,73f71f9556442117,Default,18.74,18.74,0.0,Four,0,In stock (3 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,36d5884d44484277,Science Fiction,54.86,54.86,0.0,One,0,In stock (3 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",a7ec599c1a547746,Default,52.62,52.62,0.0,Two,0,In stock (3 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,98330e431e56a9ea,Science Fiction,51.48,51.48,0.0,Four,0,In stock (3 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,81372abc86f65c79,Nonfiction,15.28,15.28,0.0,Five,0,In stock (3 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),04d858cdeeee0da4,Default,39.24,39.24,0.0,Five,0,In stock (3 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,d234ddecef49ef4e,Default,17.81,17.81,0.0,Five,0,In stock (3 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",468bd274ac084bb9,Fantasy,56.02,56.02,0.0,Three,0,In stock (3 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,66937c669c4da072,Default,23.9,23.9,0.0,One,0,In stock (3 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,c9782ad2a0ed9331,Fiction,49.13,49.13,0.0,One,0,In stock (3 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,157f693d9e600ccc,Childrens,10.62,10.62,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,dbe33cf29ef1623d,Add a comment,36.17,36.17,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,396385e3de5d18c3,Psychology,59.95,59.95,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,7e9579921e5407cb,Young Adult,26.09,26.09,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,ef49db2aaa9bb547,Parenting,37.35,37.35,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,b461cf238506c5b8,Mystery,24.72,24.72,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,bbfc4a3b7b6c94a0,Default,35.28,35.28,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,fd2337c1b73b686e,Nonfiction,51.32,51.32,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,8e0bc2fe4e7d35b5,Young Adult,21.12,21.12,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",e256de8aa0c2115f,Nonfiction,27.35,27.35,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0bbc48294707ba96,Nonfiction,21.74,21.74,0.0,Four,0,In stock (3 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,860318b8e244f39c,Nonfiction,40.87,40.87,0.0,One,0,In stock (3 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",15f415d436888b2d,Sequential Art,49.31,49.31,0.0,Two,0,In stock (3 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,d3f9c4539c0caa64,Fiction,22.11,22.11,0.0,Four,0,In stock (3 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,155e42df837ee5ff,Historical Fiction,20.79,20.79,0.0,Five,0,In stock (3 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),67dea6c75d6a1075,Romance,27.41,27.41,0.0,Five,0,In stock (3 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,3fb69f34e178d494,Classics,38.35,38.35,0.0,Five,0,In stock (3 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",5439bae708bca198,Default,21.55,21.55,0.0,Three,0,In stock (3 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,1d89a2aa9f6ce50f,Sequential Art,38.02,38.02,0.0,One,0,In stock (3 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,5d22e2a46604b6e7,Fantasy,22.06,22.06,0.0,One,0,In stock (3 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,ef9c4f2465513956,Childrens,10.66,10.66,0.0,Two,0,In stock (3 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,da0349a87c8caa2f,Nonfiction,56.58,56.58,0.0,Two,0,In stock (3 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,7bf87402413c27ff,Young Adult,36.83,36.83,0.0,Three,0,In stock (3 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,cfe350b20d23b02b,Classics,35.01,35.01,0.0,One,0,In stock (3 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,bcee4f289ff6699c,Nonfiction,30.48,30.48,0.0,One,0,In stock (3 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,5dbd6ec4e154ad2f,Default,14.08,14.08,0.0,Four,0,In stock (3 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,87beabf664115d79,Fantasy,31.22,31.22,0.0,Five,0,In stock (3 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,c9770bb1d5a492a0,Autobiography,54.29,54.29,0.0,One,0,In stock (3 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,f5873c8fc7760000,Psychology,31.04,31.04,0.0,Four,0,In stock (3 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",165affa7adb5eded,Add a comment,50.96,50.96,0.0,Three,0,In stock (3 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,d2185b65af52d68c,Nonfiction,11.89,11.89,0.0,Four,0,In stock (2 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,4130678275eb7c8c,Add a comment,31.38,31.38,0.0,One,0,In stock (2 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",276dc716b1da8899,Sequential Art,54.81,54.81,0.0,Two,0,In stock (2 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
